id,type,entity
ge5478,Gene,AMPKSIRT1mediated
ge11573,Gene,ALKTKInaive
ge4999,Gene,IL6RJAK
ge8871,Gene,CAPt
ge13401,Gene,HRE
ge14371,Gene,GRN
di6725,Disease,Hyponatremia
ch2580,Chemical,Alectinib
ge11391,Gene,AR
ge14960,Gene,SYK
ge9532,Gene,miR518c3pTRIP4
ge18192,Gene,MYCN
ge18410,Gene,TIMknockdown
ch2338,Chemical,LINC01798
ge18049,Gene,RASsignaling
di3397,Disease,SIA
ge21081,Gene,MEX3B
ge3638,Gene,gammadelta
ge5587,Gene,LILRA4
ge4432,Gene,LTPR
ge11469,Gene,roundrobin
ge5170,Gene,MiR175p
ge12030,Gene,CPTI
ch5375,Chemical,APGOMT
ge3854,Gene,follistatin
ch2672,Chemical,Anagliptin
ge18599,Gene,MMP1
ge11107,Gene,Angiopoietin2
ge20249,Gene,miR3313p
ge16026,Gene,circular0008928
ge15244,Gene,FOXP2high
ch2930,Chemical,rapamycininsensitive
ge18718,Gene,Torin
ge5990,Gene,EIF4G2
ge2634,Gene,Circ0001715
ge14837,Gene,miR223pRAC1
ch5122,Chemical,10058F4
ge14765,Gene,integrinmediated
ge9628,Gene,S1PR1
ch5085,Chemical,imatinib
ch3984,Chemical,DS8201
ch3021,Chemical,GSE43458
ge7011,Gene,B7
ge6838,Gene,ALX3
di1688,Disease,brain
di4966,Disease,restenosis
ge6364,Gene,CCR6CCL20
ch3141,Chemical,platinum
di7453,Disease,tumorsphereformation
ge10144,Gene,miRNA181a
ge8169,Gene,HCC827
ch1894,Chemical,EGCG
ch772,Chemical,PF07284892
di7663,Disease,homelessness
ge11015,Gene,TETdeficient
ge13121,Gene,MiR1299
ch3060,Chemical,Mobicertinib
ge13049,Gene,ABCA1
ge14792,Gene,KRASEGFRALK
ge12572,Gene,GRIN2D
ch4941,Chemical,Salidroside
di1593,Disease,BMDMs
ch2792,Chemical,Trilaciclib
ch33,Chemical,ABBV184
di11704,Disease,HFDs
ge9686,Gene,Axin
ge6796,Gene,PMVK
ge17558,Gene,POP
ge18856,Gene,TMTbased
ge16988,Gene,THRILmiR99aIGF1R
ch2706,Chemical,allopurinolrasburicase
ge6211,Gene,ENO1
ch2723,Chemical,dUTP
ge16050,Gene,UBE2NUBA1
ch3209,Chemical,coixol
ge15768,Gene,EGFRALKROS1RETMETnegative
ge14578,Gene,interleukin17
ge7420,Gene,miR376b
di9865,Disease,Siglec15
ch5664,Chemical,vandetanib
ch2921,Chemical,HMDB0012243
ch3004,Chemical,CuB
di5214,Disease,ferroptosis
di12326,Disease,hypermetabolism
di15493,Disease,Rasopathies
ge810,Gene,Eboxbinding
ge17682,Gene,PlexinB2
ch5626,Chemical,receptortyrosine
ge13571,Gene,MST1ROSinduced
di8940,Disease,PMD
ch4372,Chemical,ritonavir
di5335,Disease,esophagus
ch5436,Chemical,Simurosertib
ge5266,Gene,ORIC101
ge11294,Gene,antiprogrammed
ge2556,Gene,YAPmediated
ch4170,Chemical,Amide
ch2685,Chemical,Timosaponin
ge15163,Gene,MUC5ACintegrin
ge6306,Gene,PDL1in
ge14685,Gene,hnRNPA2B1induced
ge1279,Gene,NEU1
ge2288,Gene,STEAP3EGFR
ge11866,Gene,A2
di2869,Disease,hypercholesterolemia
ch5886,Chemical,RBM38
ge4243,Gene,tdTom
ge11554,Gene,sscatenin
ge8405,Gene,CXCR2overexpressing
di1503,Disease,PDC
ge17857,Gene,CD44targeted
di2752,Disease,HLAA2positive
ge2491,Gene,PAAAgNPs
di1637,Disease,SNV
ge9464,Gene,PAMPs
ge15528,Gene,TILTregexpressing
ge19080,Gene,GBP2
ch727,Chemical,18FFluorodeoxyglucose
di5155,Disease,ARF
di1197,Disease,IHD
ge764,Gene,Cxcl9
di14690,Disease,VS
ch5411,Chemical,tyrosine
ge7351,Gene,Per
ch4151,Chemical,FMD
di8269,Disease,AISV0HU
ge12877,Gene,CXCR2Overexpressing
ch2650,Chemical,pregnane
ge11200,Gene,GRPGRPR
ch2372,Chemical,gefitinibresistant
di14382,Disease,ALM
di5527,Disease,HED
ge4378,Gene,FPGS
ch202,Chemical,anthraquinone
ge18112,Gene,miRNAlet7b5p
ge10697,Gene,CTSS
ge9865,Gene,BMLUAD
ge18855,Gene,CADinduced
ge5125,Gene,Antibody
ge10181,Gene,TRILD
ge6960,Gene,ADRA1A
ge4178,Gene,EGFmRC797S
ge8561,Gene,LMO3
ge8255,Gene,EGFRHDAC
di9643,Disease,MPP
di15622,Disease,Cytopeniarelated
ge12974,Gene,NTRK13
ch4298,Chemical,herpetetrol
ge303,Gene,ICAM1367
ge13450,Gene,NRG1
ge7424,Gene,AVPextract
ge11401,Gene,interleukin8
ch866,Chemical,imidazo12bpyridazine
ge16178,Gene,Ces1
ge13308,Gene,OGDR
ge2372,Gene,cNLO
ch884,Chemical,PF07284892targeted
di13132,Disease,NSQNSCLC
ch2629,Chemical,GBP
di4715,Disease,DMPM
ge10599,Gene,TMLR
ge13279,Gene,panHER
ge15641,Gene,GITR
ch3686,Chemical,Glucosamine
ge1692,Gene,CD79alpha
ch1621,Chemical,Ser345
ge11530,Gene,galectin3positive
ch2394,Chemical,palbociclib
di14156,Disease,SALT
ch2436,Chemical,alphasolenoid
ge17460,Gene,MSH6
ge18747,Gene,BRG1
ch3775,Chemical,Xanthohumol
ge7145,Gene,IL36gamma
ge4997,Gene,Tp47microvesicle
ge7739,Gene,pP38
ge14188,Gene,HLADOB
ge403,Gene,Setd2
ge10178,Gene,sMICB
di2627,Disease,neurological
ge8655,Gene,TKT
ge16913,Gene,HAR1A
ge2442,Gene,miR13433p
ch3669,Chemical,benzamide
di15176,Disease,WIAC
ge14334,Gene,alfa
ge14982,Gene,pannexin1
ge8769,Gene,GMCSFtriggered
di3765,Disease,Persistent
ge13033,Gene,KPNA2
ge18297,Gene,ERCC5XPG
ge5136,Gene,CypACD147
ch2434,Chemical,Osm
ge18221,Gene,R3C
ch3258,Chemical,5hydroxypyrimidine
ge4515,Gene,NFkappaBNLRP3caspase1GSDMD
di5526,Disease,Restenosis
ge13841,Gene,SLERT
ch3858,Chemical,Eurycomanol
ch3663,Chemical,biotin
di12413,Disease,NMPR
ge4845,Gene,ID2
ge18803,Gene,AfaBev
ge18292,Gene,AMPKalpha1
ge12389,Gene,transferrin
ge8263,Gene,CXCL10
ge20922,Gene,FLOT1
ch5278,Chemical,gastrodin
ge5950,Gene,cMetis
di6400,Disease,hyperinflation
ge14326,Gene,K1N2
ge8071,Gene,BRAFmutation
ch1164,Chemical,YAP1
ge4228,Gene,CAV1
ge7788,Gene,ICAM1CD54
ch617,Chemical,ICItherapy
di2964,Disease,hyperthyroidism
ge10669,Gene,CYP2C9
ch700,Chemical,crizotinibresistant
di10891,Disease,RRMS
di3308,Disease,IBSI
ge12709,Gene,SGLT1
di7630,Disease,mildOSA
ge2440,Gene,AURKBdependent
ch1552,Chemical,TROAP
ge16805,Gene,PSAT1low
ge14038,Gene,IL10
ch3987,Chemical,DTENB
ge1362,Gene,cJun
ge3027,Gene,gATM
ge7636,Gene,COL6A
ge4166,Gene,mTORGCSF
ge14466,Gene,S1S4
ge8667,Gene,RAB27B
ge5005,Gene,FVIII
ge4000,Gene,HDAC
ge17439,Gene,VRK2transketolaseROSmTORmediated
ch4573,Chemical,AdOx
ch4804,Chemical,lurbinectedinberzosertib
ge11563,Gene,MTAPdeleted
ge19022,Gene,Rab22aNeoF1
ge9300,Gene,PKACREBIL17ICAM1
ch168,Chemical,MTHFR
ge340,Gene,TKD
ge9919,Gene,miR2055p
ch2454,Chemical,Pedunculoside
ge20318,Gene,miR55805p
ch5069,Chemical,LY3009120
ch1041,Chemical,Valsartan
di8295,Disease,DA
di2318,Disease,eNSCLC
ge2978,Gene,MEK6
ch794,Chemical,lowlactate
ge6172,Gene,miR1206
ge20108,Gene,Ex19
ch4706,Chemical,SSe
ge14152,Gene,p21
ge4262,Gene,Ce6
ge12672,Gene,TRIM17
ge9380,Gene,TAS2940
di1858,Disease,PTENlow
di4080,Disease,SPCCRC
ge8803,Gene,HLAA2positive
ge3311,Gene,Cmpk2shRNA
ch2755,Chemical,Mg2
ch2075,Chemical,18F2deoxyDglucose
ge2832,Gene,TGs
ge5110,Gene,RAB35
ch3795,Chemical,Podoplanin
ge2080,Gene,GPR68
ge17011,Gene,ACHE
di5061,Disease,preneoplasia
ge11470,Gene,TKIuntreated
ch4239,Chemical,glucosamine
di2991,Disease,hypoalbuminemia
di11968,Disease,TAC
ge1765,Gene,demethylases
ge11404,Gene,MicroRNA1395p
ge9553,Gene,MST1
ch929,Chemical,DXdSN38
di9061,Disease,HCRU
ge8253,Gene,A549
ge20095,Gene,EGFRTKIis
ge8682,Gene,miR4497
di2092,Disease,pN2
ch2981,Chemical,Gintonin
ch2061,Chemical,TDLHN
ch718,Chemical,Cu2
ge2578,Gene,circSLCO1B7miR1395pTPD52
ge11080,Gene,limma
ge533,Gene,SFM
ge9233,Gene,THRIL
ch3417,Chemical,PdOAc2
ge9629,Gene,YTHDC12
ge9558,Gene,ARAF
ch5032,Chemical,OGlcNAc
ch2006,Chemical,TAGAP
ge17378,Gene,PI3KAKTSOX2
ch358,Chemical,GdOA
ge16734,Gene,miR2145p
ch4739,Chemical,Tyr
ge20486,Gene,LDHPDH
ge10261,Gene,THOC
di14914,Disease,KPV
ch1877,Chemical,1H
ge12759,Gene,AGO1
ch5860,Chemical,MSA
ch1618,Chemical,xanthone
ge18335,Gene,ALKtranslocated
ge5473,Gene,CD3CD8T
ge6943,Gene,Calphaprotooncogene
di12744,Disease,anemia
ge13429,Gene,Apt
ge12733,Gene,CARM1
di881,Disease,TAM
di7907,Disease,EC
ge3734,Gene,CK
ge5773,Gene,SM
ge18643,Gene,Yes1
di5076,Disease,selfharm
di328,Disease,HPF
di9080,Disease,BP
ge5280,Gene,MAPKrelated
ch3049,Chemical,rapamycin4Ebinding
ch2851,Chemical,NN
ge17437,Gene,immune
ge16706,Gene,PLP
di512,Disease,RUQ
ch5517,Chemical,BZW2
di1566,Disease,RLS
ge8463,Gene,immunoglobulin
ge4264,Gene,circ0000190miR130a3pin
ge15841,Gene,homeobox
ch2793,Chemical,SNK578
ch2298,Chemical,Anilotinib
ch4993,Chemical,tyrosinebased
ge17069,Gene,ACC
ge5431,Gene,SAM68
ge18342,Gene,IGURhPD1
ge10945,Gene,MNPsmiR21
di11743,Disease,nonHD
ge16522,Gene,Plakoglobin
ge2680,Gene,SREBP2mediated
ge2043,Gene,HAC1q
ge16405,Gene,STAT6Mediated
ge17537,Gene,BRAFmutationrelated
ge15625,Gene,B7H5
ch588,Chemical,TCMIO98874
ge16429,Gene,MDM2MEK
ge17723,Gene,antiPDL1based
di3597,Disease,CI
ch5413,Chemical,FuranopyrimidineBased
di11348,Disease,ARID
ge19548,Gene,SL
ge9077,Gene,corylin
ge5423,Gene,Smad3KO
ge16981,Gene,A549hFAP
ge18228,Gene,EGFRL861Q
ch1450,Chemical,Diacylglycerol
ch4467,Chemical,7ketoC
ge9346,Gene,Keap1Nrf2
ge16002,Gene,PCNA
ge19504,Gene,CRY1
ch1310,Chemical,18FDK222PET
ge1155,Gene,LINC02323
ge15801,Gene,citH3positive
ge9968,Gene,rs4742098
ch557,Chemical,TQF
di13016,Disease,NSLC
ch1231,Chemical,elacridar
ge5182,Gene,CD68
di7682,Disease,PsA
ge9315,Gene,angulin1lipolysisstimulated
ge13945,Gene,Progranulin
ge15971,Gene,SbsA
ge15408,Gene,DAP12
ge15422,Gene,CRALBP
ge4005,Gene,CX3CL1macrophage
ge19295,Gene,PPT
ge19974,Gene,miR1223pFOXO1
ch2752,Chemical,gefitinibsensitive
ge4088,Gene,exAMs
ge16250,Gene,KIF23
di2749,Disease,syncope
ge20679,Gene,lincRNA
ge6606,Gene,Cxcl12
ge7553,Gene,B10
di5050,Disease,DCB
ge2242,Gene,STINGTBK1IRF3
ch3126,Chemical,ICI
ge10003,Gene,miR328
ch2437,Chemical,Sersine558
ch1824,Chemical,Methylthioadenosine
ch2230,Chemical,olefins
ch5371,Chemical,Androgen
ge7257,Gene,CEACAM1
di2969,Disease,Glioma
ge4542,Gene,KRASNFE2L2
di9175,Disease,PSM
ge17094,Gene,miR29a3pNKIRAS2
ge729,Gene,miR1955p
ch5075,Chemical,selenium
ge14290,Gene,transgelinTAGLN
di9905,Disease,DT
ge18618,Gene,ATMDNAPKsp53
ge5635,Gene,NRF2activated
ge17285,Gene,Stat1
ge2999,Gene,cas3
ge1238,Gene,ETKinduced
ge535,Gene,COE
ge6812,Gene,CLTCALK
ge9970,Gene,Cyp2e1
ch2093,Chemical,osimertinibtargeted
ge19239,Gene,NEP010
di13384,Disease,chemotoxicity
ge2590,Gene,VRK2
ge17014,Gene,GLUT1mediated
ge1358,Gene,YAP1TEAD
ch5360,Chemical,asbestosinduced
ge17597,Gene,miR1225pCLIC1
ge15021,Gene,GEPIA2
ch1913,Chemical,TRD
ch5380,Chemical,galuteolinpeak
ge1384,Gene,EGFRs
ge111,Gene,MuvB
ch5606,Chemical,CHIP
ch2315,Chemical,sotorasibrelated
ge4599,Gene,ADIPEG20
ge2492,Gene,NR4A3
ge4719,Gene,ECM2
ch2784,Chemical,rivaroxaban
ge20704,Gene,DPP6
ch367,Chemical,paeonol
di5667,Disease,immunosuppressive
ge4402,Gene,TMEM127
di14335,Disease,CTC
ge2697,Gene,ASCL1NeuroD1dual
di2662,Disease,shortPFS
ge8815,Gene,DLL3ASCL1
ch2683,Chemical,phthalate
di11168,Disease,T2nonsized
ge2906,Gene,PanHER
ge12383,Gene,C1
ch1440,Chemical,cystineglutamate
ch2523,Chemical,platinumpaclitaxel
ge3775,Gene,FDLCSactivated
ge4876,Gene,NLRP2
di14181,Disease,trAEs
ge12707,Gene,HER2expressing
ge3943,Gene,ALKtyrosinekinase
ge4996,Gene,RTN4
ge4598,Gene,FAM83AFOXM1
ge8625,Gene,Ecad
ge14662,Gene,ABT
ge5568,Gene,caspase3
ge15706,Gene,Interleukin15
ch5552,Chemical,PVP
ge5856,Gene,NK16
di9387,Disease,SLDchange
ge17473,Gene,PI3KAKTDriven
ge10321,Gene,calbindin
ge17472,Gene,POLEPOLD1
ge5045,Gene,IFI30
ch905,Chemical,APJ
ge4543,Gene,CD3expressing
ge4757,Gene,MPO
ge1021,Gene,R2TP
ge11848,Gene,circCDYL
ge1273,Gene,miR760
ch376,Chemical,scopaone
ge1077,Gene,CRTAM
ge13838,Gene,RB1KO
di7211,Disease,Lowrisk
ge1503,Gene,lncRNAsPGM5AS1
ch3089,Chemical,grandivittin
di9962,Disease,PMA
ge12077,Gene,P2X3
ge6813,Gene,miR4903p
ge9529,Gene,MDM2p21Slug
ch2152,Chemical,pafolacianinebased
di366,Disease,Frailty
ge15809,Gene,DOXOnmiR1
ge14870,Gene,NFkappaBHIF1alpha
ge9244,Gene,ViiA
ge19236,Gene,ITF2357
di1671,Disease,underweight
ge13484,Gene,InIII
ge10891,Gene,ORC1L
di12088,Disease,extraosseous
ge931,Gene,CD8positive
di211,Disease,RFS
ge2533,Gene,TAN3
ge7484,Gene,LC3BII
ge8223,Gene,CXCL13producing
ge4388,Gene,Kinesins
di1774,Disease,STASpositive
ge17784,Gene,ICPIs
ge4317,Gene,oncogenic
di11490,Disease,CHpositive
ge16371,Gene,lncRNAMALAT1
ge12171,Gene,HMD
ge7055,Gene,UBE2CCDH1DEPTOR
ge3347,Gene,MicroRNA146a
ch1094,Chemical,SNCP125I
ge11278,Gene,ANGPTL2
ge4498,Gene,RPS15A
di1141,Disease,MACE
ge3565,Gene,LINC01123
ge5212,Gene,AnxA6K299R
di5941,Disease,aging
ge1716,Gene,ARNSCLC
ge17430,Gene,FBXO21
ch840,Chemical,GSHresponsive
ch511,Chemical,Disulfiram
ch2969,Chemical,catecholamine
di15208,Disease,dementia
ge14675,Gene,TS
di13313,Disease,TIL
di2066,Disease,cancerfree
di3315,Disease,cCRT
ch3038,Chemical,PolyADPribose
ge8470,Gene,ALKnegative
ch26,Chemical,19episclerotiamide
ge15993,Gene,hsamiR2223p
ge5334,Gene,GSH
ge11785,Gene,ATF3dependent
ch1437,Chemical,olmutinibHAG
ge3113,Gene,ONECUT3
ge14172,Gene,coIP
ch1997,Chemical,D4K
ge19191,Gene,EIF2S1
ch5136,Chemical,PF573228
di9926,Disease,LDAP
ch1975,Chemical,doxycycline
ge12384,Gene,PARK7CAFC3
ge16853,Gene,Notch
ch4889,Chemical,groundstate
ch931,Chemical,Wogonoside
di2892,Disease,percentage
ge12882,Gene,MRTX1719
ge15285,Gene,PRPF6
ch495,Chemical,Sb2O3
ch226,Chemical,Voriconazole
ge2833,Gene,Luciferase
ge15470,Gene,SP2
ge659,Gene,STAD
ge16511,Gene,IL20RA
ge20692,Gene,ICBP112
ge12609,Gene,CYCS
ge18201,Gene,SERPINH1
ge1282,Gene,Gal3BP
ch5304,Chemical,Ptdoublet
ge8665,Gene,RGCCdriven
ge7121,Gene,mTORC1p70
di7064,Disease,LAC
ge1374,Gene,circ0008928
ch1634,Chemical,Ser296
ge10632,Gene,CRSGs
di2197,Disease,SCCC
ge18602,Gene,TGFbetaSNAIL1regulated
di15044,Disease,ADC
ge8721,Gene,PIK3IP1
ge20523,Gene,KEAP1Nrf2
ge9829,Gene,miRNA27a
ch5752,Chemical,CDDPinduced
di11753,Disease,nontraumatic
ge14502,Gene,siTLR7
ge10890,Gene,LF3
ge19362,Gene,TP53mut
ch1451,Chemical,E14diethylamino2hydroxybenzylidene44dimethylthiosemicarbazide
di7979,Disease,empyema
ge6011,Gene,TNS3
ge8073,Gene,SFTPA1
di13572,Disease,PMEC
ch2007,Chemical,MRTX1719
ch1183,Chemical,parabens
ge4726,Gene,RSRC1ALK
ge14165,Gene,CBX3
ch1598,Chemical,circ0000520
di6233,Disease,fictional
ch4812,Chemical,Mobocertinib
ch1043,Chemical,NCur
ge19387,Gene,CICLEUTX
ch3485,Chemical,Dihydropyrimidine
di3589,Disease,PC
ch4116,Chemical,3hydroxy3methylglutaryl
ch3335,Chemical,peroxides
ge11154,Gene,gnomAD
ge18832,Gene,RasRafMEKERK
di47,Disease,VEGFD
ge7844,Gene,Myh2
ge3922,Gene,Lpa
ge16847,Gene,HES1
ge524,Gene,Ly6GCD3
ge13412,Gene,miR222
di12302,Disease,lungscreening
ge13160,Gene,EVG12Dmutant
ge11088,Gene,ACTG1
ge16268,Gene,lipocalin2
ge179,Gene,PD1PDL1
ge11467,Gene,NFE2L2KEAP1
ge2337,Gene,LAMA3
ch2789,Chemical,CEA
ch5776,Chemical,Menthol
ge11858,Gene,lipase
ch2057,Chemical,circ0001715
ge2399,Gene,AMPKalpha1alpha2
ch3366,Chemical,RATS
ch906,Chemical,DOX
ch445,Chemical,Dendrobine
ge9304,Gene,phosphoDICER1
ch1676,Chemical,phenylacetylene
ch3595,Chemical,Bazedoxifeneinduced
ge3305,Gene,E2F2
ge18900,Gene,Kmt2ddeficient
ge16923,Gene,tRFAlaAGC060
ge11213,Gene,BafA1
ch1002,Chemical,SAC
ge2827,Gene,LIX1L
ge18706,Gene,DYNLL1CAFC2
ge4741,Gene,SDF1
ge6050,Gene,miR200signup
ge18791,Gene,GSTO2V1
ch1987,Chemical,gintonin
ge11024,Gene,factor1alpha
ge7618,Gene,TRL4
ge2471,Gene,CD137
ge9160,Gene,timMRDscore
ge7823,Gene,sPDPN
ge3423,Gene,CD62P
ch5568,Chemical,Nacetylcysteineand
ge20352,Gene,KRASwt
ch2910,Chemical,methylselenol
di3468,Disease,resistant
di6442,Disease,APTB
ch569,Chemical,haematoxylin
ge7119,Gene,INHA
ge12927,Gene,ZNRF2
di12433,Disease,POS
ge9094,Gene,FADDlike
ch2323,Chemical,betaCaryophyllene
ge7136,Gene,E17K
ge2795,Gene,Ectodomain
ge10949,Gene,WB
ch5813,Chemical,Guaiol
ch5690,Chemical,polystyrene
ge21235,Gene,GCSFproducing
ch340,Chemical,IDAs
ge2452,Gene,hTERTHBEC3KT
ch1331,Chemical,metforminresistant
di2423,Disease,tumourendothelial
ch5603,Chemical,polyurethane
ge13679,Gene,FUT4mediated
ge11856,Gene,RTEL1
ge6307,Gene,CD16CD56dim
ge1721,Gene,AKTSmad3dependent
ge18991,Gene,TGFbeta1induced
ch3279,Chemical,Nnitrosonornicotine
ge3218,Gene,VEGF
ge8993,Gene,circFBXW7185AA
ge7052,Gene,GOx
ge13352,Gene,DPP4
ge19537,Gene,hsaCirc0092887
ge327,Gene,scFvFc
ge6681,Gene,rAdF35E12AGFPADP
ge9431,Gene,DEIRGs
ge2473,Gene,Syndecan1
di14779,Disease,YRD
ch352,Chemical,tariquidar
ge17046,Gene,DAP3mediated
ge21018,Gene,BRCA1distrupted
di8969,Disease,LADs
di8609,Disease,organtransplant
ge6170,Gene,Cathepsins
ge5398,Gene,OXCrtB
ge21089,Gene,HemoglobinRed
ch1101,Chemical,22C3
di7345,Disease,RUL
ge12179,Gene,CD54
ch1795,Chemical,styrene
ge14888,Gene,EGFRMutant
di2288,Disease,BPF
ge3672,Gene,antiSOX1
ge18336,Gene,CMTM1CMTM8
ge9112,Gene,ITGB6
ge21270,Gene,UBC12
di8725,Disease,multimorbidities
ge8174,Gene,LUDACSC
ch1620,Chemical,QKI5
ch3710,Chemical,oridonin
ch4576,Chemical,SAHA
di10500,Disease,SDNSCLC
ge13034,Gene,ROSFPR1HIF1alpha
ge13859,Gene,D1
di6493,Disease,bTMB
di15094,Disease,stomatitis
ch4933,Chemical,PGTV
ge2529,Gene,IFNgammaJAK1JAK2STAT1STAT3IRF1
ge2404,Gene,CK5negative
di8307,Disease,PDT
ge17051,Gene,RB
ge4955,Gene,MEX3A
ge14526,Gene,SAPKJNK
ge7130,Gene,mLUAD
ge8908,Gene,EMCN
ge1102,Gene,B7H3
ge11645,Gene,hUCMSCIL12
ch2276,Chemical,CBDCAPEMgefitinib
ch3713,Chemical,afatinib
ge9973,Gene,Wiki
ch170,Chemical,CVBD
ch3122,Chemical,Cinobufagin
di13491,Disease,NEMO
ge16934,Gene,SGO1
ge15534,Gene,LAMP2A
ch5554,Chemical,eltrombopag
ge5849,Gene,engineered
ch4778,Chemical,1H123triazole
ge6277,Gene,stemness
ge7850,Gene,alpha2AAR
ge14764,Gene,CFP1
ge20717,Gene,aIL6treated
ge20433,Gene,Mm
ge2914,Gene,CIRBP
ge9475,Gene,TRIM28mediated
ge11665,Gene,ALKinhibitor
di15303,Disease,MLCs
ch3589,Chemical,NAGS
ge10662,Gene,C3a
ge4263,Gene,HDAC2YY1
ge20203,Gene,chaetocin
di13227,Disease,PSCLCs
ge7629,Gene,DVL1betacatenin
ge12532,Gene,collagenI
ch3625,Chemical,TAB008
ch4335,Chemical,Leu115
di3253,Disease,CP
ch3249,Chemical,vincamine
di778,Disease,Adenocarcinoma
ch5291,Chemical,Isoliquiritigenin
ch1522,Chemical,PMX
ge12058,Gene,miR130b3pSTK11
ge18894,Gene,XIST
ge14432,Gene,FKBP5
di6307,Disease,NHBlack
ge1166,Gene,Interleukin34
ge13232,Gene,LungmolGPA
ch2001,Chemical,MiR135a
di12265,Disease,TME
di4591,Disease,Cytomegalovirus
ch1313,Chemical,Tectoridin
ch27,Chemical,ruxolitinib
di8864,Disease,DFLEs
di7847,Disease,skin
di1879,Disease,CACs
ge18429,Gene,Swin
ge20889,Gene,CEACAM1mediated
di15226,Disease,LTC
ch5256,Chemical,Canagliflozin
di2382,Disease,PD
ge8598,Gene,PlaD
ge8689,Gene,BSI0581
ge9582,Gene,MUC1CT
ge12002,Gene,CRS
di7740,Disease,CLM
ge10389,Gene,miR663a
di13377,Disease,HV
ch3355,Chemical,KCLO4
ge13474,Gene,nAChRSrc
ge13918,Gene,MRE11A
ge21283,Gene,IKBa
ch4030,Chemical,CCCP
ge16845,Gene,IL32gamma
ch1372,Chemical,Cisplatinmediated
ge9703,Gene,RPL5
ge1188,Gene,JakSTAT
di4581,Disease,TMB
ge18362,Gene,DVL3
di15526,Disease,hypertriglyceridemia
ge20380,Gene,Cytc
ch4259,Chemical,inhibitoralectinib
ge6500,Gene,CD39CD73adenosinergic
ge12778,Gene,RAB23
di10027,Disease,posttransplant
ge18276,Gene,PRMT5dependent
ge6439,Gene,BRAFV600Epositive
ch5167,Chemical,Carbohydrate
ge19235,Gene,DLV3
di6122,Disease,ASD
ge3050,Gene,PIK3R4
ge15165,Gene,Vedotin
ch918,Chemical,Acrolein
ge3542,Gene,Circ0003528
ge11627,Gene,pmTORmTOR
ge8996,Gene,alphaPDL1
ge21105,Gene,EphA10
ge5508,Gene,CASP8AP2
ch4006,Chemical,CO
ge6820,Gene,NR5A2
di11128,Disease,CPTP
ch1221,Chemical,HydroxylamineBased
ge2353,Gene,MIBG
ge2127,Gene,DHX9
ge18172,Gene,ILT4
ch5078,Chemical,palonosetron
di12090,Disease,moderatetosevere
ge16974,Gene,Sp1mediated
di4207,Disease,pADCs
ge12426,Gene,rhTbeta4
di12504,Disease,WSI
di1391,Disease,alopecia
di4158,Disease,Agestandardised
ch1615,Chemical,peroxynitrite
di5666,Disease,SRL
ge12676,Gene,integrinalphavbeta1
ge2920,Gene,cMetPI3K
ge13268,Gene,pexAMs
ch2164,Chemical,hsamiR301a3p
ge8153,Gene,CCL21DC
di12671,Disease,NSN
ge20897,Gene,CLR
ge3438,Gene,FGFR4altered
ge4688,Gene,SOX4
ge16570,Gene,CD4TH1orTH2polarized
ge5977,Gene,PLIN3
ge8940,Gene,XPVAIK
ch1083,Chemical,OCB
ge16857,Gene,TCF4
di5562,Disease,overweightobese
di12630,Disease,poliprogression
ge15647,Gene,OLR1
di14820,Disease,glycemia
ch4196,Chemical,Ceramide
ge11826,Gene,MiR1395p
ch3642,Chemical,diclofenac
ch539,Chemical,Circ0000520
ge2009,Gene,Wnt3a
ge3253,Gene,TBX21
ge7509,Gene,NDRG1006miR346EGLN3
ch1059,Chemical,Dallose
ch3845,Chemical,ALA
di5789,Disease,osimertinibresistant
ch2139,Chemical,SNHG15
ge12123,Gene,VEGFD
ge3584,Gene,ApoE4
ge5278,Gene,CYP2E1
ge3694,Gene,EGFRTKIsladen
ch2871,Chemical,Triglyceride
ge9681,Gene,betaZEL
ge20477,Gene,LINC01232
ch979,Chemical,DCA
di15521,Disease,GVHD
ge19536,Gene,shVRK1
di15007,Disease,normoglycemia
ge16173,Gene,CAIXantibody
ch1270,Chemical,MLE
ge11307,Gene,NKX21defined
ge744,Gene,OXCrtO
di6938,Disease,ground
ge14542,Gene,LINC00578
di8617,Disease,longPFS
ge16065,Gene,TBC
di9011,Disease,Pulmonary
ge6479,Gene,HippoYAPTEAD
di184,Disease,ESTS
ch5563,Chemical,Nar
ge12854,Gene,E2F7RAD54L
ge10605,Gene,filaggrin
ge3476,Gene,NRG1HER3
ge365,Gene,interleukin17A
ch916,Chemical,VP16
ge12072,Gene,CD86CD163CD206
ge19747,Gene,PFKFB1
ge19085,Gene,MAPKAPK5AS1
ge15361,Gene,YY1
ge20297,Gene,glycolysislactateAKT
di7557,Disease,ETCs
ge19671,Gene,ACOX1
ch5057,Chemical,Imipramine
di15372,Disease,EGFRALKpositive
di405,Disease,ATC
ge17626,Gene,MB21D1
ge7944,Gene,TLAK
ch5503,Chemical,corticosteroids
ge14507,Gene,IkappaBbeta
di7178,Disease,cerebellitis
ge20182,Gene,NME1
ch5229,Chemical,minocycline
ge14384,Gene,SMAD3
ge21203,Gene,NucleolinCDK1
ge11396,Gene,CD74ROS1positive
ch5698,Chemical,tryptophan23dioxygenase
ge20460,Gene,miR19115p
ge20353,Gene,AZIN1S367G
ge1870,Gene,HnRNPAB
ge11217,Gene,CCLR
di1093,Disease,BIRC
ge7638,Gene,P21
